date,stream,count,fork_length,weight,species,lifestage
2001-02-02T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-02-02T00:00:00Z,deer creek,5,35,NA,chinook salmon,NA
2001-02-02T00:00:00Z,deer creek,2,32,NA,chinook salmon,NA
2001-02-02T00:00:00Z,deer creek,5,34,NA,chinook salmon,NA
2001-02-05T00:00:00Z,deer creek,1,89,7.6,chinook salmon,NA
2001-02-05T00:00:00Z,deer creek,1,34,NA,chinook salmon,NA
2001-02-05T00:00:00Z,deer creek,1,98,9.1,chinook salmon,NA
2001-02-05T00:00:00Z,deer creek,2,37,NA,chinook salmon,NA
2001-02-05T00:00:00Z,deer creek,1,104,12.8,chinook salmon,NA
2001-02-05T00:00:00Z,deer creek,1,38,NA,chinook salmon,NA
2001-02-05T00:00:00Z,deer creek,7,34,NA,chinook salmon,NA
2001-02-05T00:00:00Z,deer creek,6,36,NA,chinook salmon,NA
2001-02-05T00:00:00Z,deer creek,7,35,NA,chinook salmon,NA
2001-02-05T00:00:00Z,deer creek,1,33,NA,chinook salmon,NA
2001-02-05T00:00:00Z,deer creek,1,44,NA,chinook salmon,NA
2001-02-05T00:00:00Z,deer creek,1,33,NA,chinook salmon,NA
2001-02-06T00:00:00Z,deer creek,1,84,6,chinook salmon,NA
2001-02-06T00:00:00Z,deer creek,1,33,NA,chinook salmon,NA
2001-02-06T00:00:00Z,deer creek,2,35,NA,chinook salmon,NA
2001-02-06T00:00:00Z,deer creek,1,32,NA,chinook salmon,NA
2001-02-06T00:00:00Z,deer creek,2,36,NA,chinook salmon,NA
2001-02-06T00:00:00Z,deer creek,5,34,NA,chinook salmon,NA
2001-02-06T00:00:00Z,deer creek,1,33,NA,chinook salmon,NA
2001-02-07T00:00:00Z,deer creek,3,37,NA,chinook salmon,NA
2001-02-07T00:00:00Z,deer creek,3,36,NA,chinook salmon,NA
2001-02-07T00:00:00Z,deer creek,2,35,NA,chinook salmon,NA
2001-02-07T00:00:00Z,deer creek,2,34,NA,chinook salmon,NA
2001-02-08T00:00:00Z,deer creek,1,37,NA,chinook salmon,NA
2001-02-08T00:00:00Z,deer creek,2,38,NA,chinook salmon,NA
2001-02-08T00:00:00Z,deer creek,1,39,NA,chinook salmon,NA
2001-02-08T00:00:00Z,deer creek,4,35,NA,chinook salmon,NA
2001-02-08T00:00:00Z,deer creek,2,36,NA,chinook salmon,NA
2001-02-08T00:00:00Z,deer creek,3,34,NA,chinook salmon,NA
2001-02-08T00:00:00Z,deer creek,2,33,NA,chinook salmon,NA
2001-02-08T00:00:00Z,deer creek,2,32,NA,chinook salmon,NA
2001-02-09T00:00:00Z,deer creek,1,32,NA,chinook salmon,NA
2001-02-09T00:00:00Z,deer creek,1,35,NA,chinook salmon,NA
2001-02-09T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-02-09T00:00:00Z,deer creek,1,38,NA,chinook salmon,NA
2001-02-13T00:00:00Z,deer creek,2,33,NA,chinook salmon,NA
2001-02-13T00:00:00Z,deer creek,13,34,NA,chinook salmon,NA
2001-02-13T00:00:00Z,deer creek,7,35,NA,chinook salmon,NA
2001-02-13T00:00:00Z,deer creek,1,37,NA,chinook salmon,NA
2001-02-13T00:00:00Z,deer creek,1,104,11.3,chinook salmon,NA
2001-02-13T00:00:00Z,deer creek,1,106,11.5,chinook salmon,NA
2001-02-13T00:00:00Z,deer creek,2,38,NA,chinook salmon,NA
2001-02-13T00:00:00Z,deer creek,8,36,NA,chinook salmon,NA
2001-02-13T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-02-13T00:00:00Z,deer creek,1,33,NA,chinook salmon,NA
2001-02-13T00:00:00Z,deer creek,5,34,NA,chinook salmon,NA
2001-02-13T00:00:00Z,deer creek,1,35,NA,chinook salmon,NA
2001-02-13T00:00:00Z,deer creek,1,75,4.3,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,14,34,NA,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,1,41,NA,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,1,95,9.1,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,1,38,NA,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,1,98,9.9,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,8,36,NA,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,2,33,NA,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,16,35,NA,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,1,98,10.7,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,1,115,14.8,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,1,37,NA,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,1,97,9.3,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,1,106,12.8,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,1,35,NA,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,3,32,NA,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,6,33,NA,chinook salmon,NA
2001-02-14T00:00:00Z,deer creek,3,34,NA,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,1,106,12.6,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,1,34,NA,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,7,34,NA,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,18,35,NA,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,1,38,NA,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,10,36,NA,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,1,103,11.5,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,1,128,18,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,1,108,13.7,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,1,31,NA,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,1,33,NA,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,2,35,NA,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,1,88,6.9,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,1,112,14.3,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,1,95,9.3,chinook salmon,NA
2001-02-15T00:00:00Z,deer creek,1,34,NA,chinook salmon,NA
2001-02-16T00:00:00Z,deer creek,2,37,NA,chinook salmon,NA
2001-02-16T00:00:00Z,deer creek,2,34,NA,chinook salmon,NA
2001-02-16T00:00:00Z,deer creek,2,33,NA,chinook salmon,NA
2001-02-16T00:00:00Z,deer creek,1,98,9.8,chinook salmon,NA
2001-02-16T00:00:00Z,deer creek,2,36,NA,chinook salmon,NA
2001-02-16T00:00:00Z,deer creek,1,113,16,chinook salmon,NA
2001-02-16T00:00:00Z,deer creek,1,101,11,chinook salmon,NA
2001-02-16T00:00:00Z,deer creek,7,34,NA,chinook salmon,NA
2001-02-16T00:00:00Z,deer creek,5,35,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,1,34,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,1,35,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,17,35,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,20,36,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,3,37,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,1,39,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,1,116,16.6,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,19,33,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,1,42,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,1,93,8.6,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,8,32,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,5,34,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,1,87,6.7,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,1,86,6.6,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,25,34,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,1,77,5.2,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,1,45,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,1,37,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,22,35,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,1,33,NA,chinook salmon,NA
2001-02-27T00:00:00Z,deer creek,6,36,NA,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,15,33,NA,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,2,32,NA,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,19,34,NA,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,8,35,NA,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,1,87,6.4,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,1,86,6.2,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,7,32,NA,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,17,33,NA,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,9,34,NA,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,6,35,NA,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,1,42,NA,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,1,81,5,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,1,82,5.6,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,1,84,5.3,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,1,85,6.3,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-02-28T00:00:00Z,deer creek,1,86,6.3,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,1,51,NA,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,1,32,NA,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,4,34,NA,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,3,35,NA,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,2,36,NA,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,1,99,10.8,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,10,33,NA,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,1,101,10.9,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,5,32,NA,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,29,34,NA,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,13,35,NA,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,6,36,NA,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,1,37,NA,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,1,111,13.5,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,1,40,NA,chinook salmon,NA
2001-03-01T00:00:00Z,deer creek,1,49,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,2,36,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,2,35,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,7,34,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,2,33,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,1,32,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,15,36,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,1,37,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,1,38,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,1,42,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,3,32,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,16,34,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,2,37,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,22,35,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,2,31,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,10,33,NA,chinook salmon,NA
2001-03-02T00:00:00Z,deer creek,1,41,NA,chinook salmon,NA
2001-03-07T00:00:00Z,deer creek,2,36,NA,chinook salmon,NA
2001-03-07T00:00:00Z,deer creek,4,34,NA,chinook salmon,NA
2001-03-07T00:00:00Z,deer creek,3,33,NA,chinook salmon,NA
2001-03-07T00:00:00Z,deer creek,1,32,NA,chinook salmon,NA
2001-03-07T00:00:00Z,deer creek,1,96,9.1,chinook salmon,NA
2001-03-07T00:00:00Z,deer creek,1,46,NA,chinook salmon,NA
2001-03-07T00:00:00Z,deer creek,2,35,NA,chinook salmon,NA
2001-03-07T00:00:00Z,deer creek,7,34,NA,chinook salmon,NA
2001-03-07T00:00:00Z,deer creek,9,33,NA,chinook salmon,NA
2001-03-07T00:00:00Z,deer creek,1,48,NA,chinook salmon,NA
2001-03-07T00:00:00Z,deer creek,4,32,NA,chinook salmon,NA
2001-03-07T00:00:00Z,deer creek,1,31,NA,chinook salmon,NA
2001-03-08T00:00:00Z,deer creek,1,38,NA,chinook salmon,NA
2001-03-08T00:00:00Z,deer creek,5,34,NA,chinook salmon,NA
2001-03-08T00:00:00Z,deer creek,4,33,NA,chinook salmon,NA
2001-03-08T00:00:00Z,deer creek,3,35,NA,chinook salmon,NA
2001-03-08T00:00:00Z,deer creek,5,32,NA,chinook salmon,NA
2001-03-08T00:00:00Z,deer creek,2,35,NA,chinook salmon,NA
2001-03-08T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-03-08T00:00:00Z,deer creek,5,34,NA,chinook salmon,NA
2001-03-08T00:00:00Z,deer creek,1,33,NA,chinook salmon,NA
2001-03-09T00:00:00Z,deer creek,1,95,8.6,chinook salmon,NA
2001-03-09T00:00:00Z,deer creek,1,94,9,chinook salmon,NA
2001-03-09T00:00:00Z,deer creek,1,34,NA,chinook salmon,NA
2001-03-09T00:00:00Z,deer creek,9,35,NA,chinook salmon,NA
2001-03-09T00:00:00Z,deer creek,1,32,NA,chinook salmon,NA
2001-03-09T00:00:00Z,deer creek,3,36,NA,chinook salmon,NA
2001-03-09T00:00:00Z,deer creek,1,41,NA,chinook salmon,NA
2001-03-09T00:00:00Z,deer creek,12,34,NA,chinook salmon,NA
2001-03-09T00:00:00Z,deer creek,10,33,NA,chinook salmon,NA
2001-03-09T00:00:00Z,deer creek,2,33,NA,chinook salmon,NA
2001-03-12T00:00:00Z,deer creek,2,37,NA,chinook salmon,NA
2001-03-12T00:00:00Z,deer creek,2,34,NA,chinook salmon,NA
2001-03-12T00:00:00Z,deer creek,4,35,NA,chinook salmon,NA
2001-03-12T00:00:00Z,deer creek,3,33,NA,chinook salmon,NA
2001-03-12T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-03-12T00:00:00Z,deer creek,2,33,NA,chinook salmon,NA
2001-03-12T00:00:00Z,deer creek,1,81,5.1,chinook salmon,NA
2001-03-12T00:00:00Z,deer creek,1,32,NA,chinook salmon,NA
2001-03-12T00:00:00Z,deer creek,1,94,8.8,chinook salmon,NA
2001-03-12T00:00:00Z,deer creek,2,35,NA,chinook salmon,NA
2001-03-12T00:00:00Z,deer creek,3,34,NA,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,4,32,NA,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,6,35,NA,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,4,34,NA,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,1,88,7.3,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,1,96,10.1,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,1,33,NA,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,5,34,NA,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,2,36,NA,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,4,35,NA,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,1,89,7.2,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,1,88,7.2,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,1,93,8.6,chinook salmon,NA
2001-03-13T00:00:00Z,deer creek,1,37,NA,chinook salmon,NA
2001-03-14T00:00:00Z,deer creek,2,32,NA,chinook salmon,NA
2001-03-14T00:00:00Z,deer creek,1,33,NA,chinook salmon,NA
2001-03-14T00:00:00Z,deer creek,8,34,NA,chinook salmon,NA
2001-03-14T00:00:00Z,deer creek,2,35,NA,chinook salmon,NA
2001-03-14T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-03-14T00:00:00Z,deer creek,1,38,NA,chinook salmon,NA
2001-03-14T00:00:00Z,deer creek,1,98,9.4,chinook salmon,NA
2001-03-14T00:00:00Z,deer creek,1,120,18.3,chinook salmon,NA
2001-03-14T00:00:00Z,deer creek,1,34,NA,chinook salmon,NA
2001-03-15T00:00:00Z,deer creek,7,34,NA,chinook salmon,NA
2001-03-15T00:00:00Z,deer creek,1,39,NA,chinook salmon,NA
2001-03-15T00:00:00Z,deer creek,6,33,NA,chinook salmon,NA
2001-03-15T00:00:00Z,deer creek,6,35,NA,chinook salmon,NA
2001-03-15T00:00:00Z,deer creek,1,102,11.6,chinook salmon,NA
2001-03-15T00:00:00Z,deer creek,1,33,NA,chinook salmon,NA
2001-03-15T00:00:00Z,deer creek,2,32,NA,chinook salmon,NA
2001-03-15T00:00:00Z,deer creek,2,37,NA,chinook salmon,NA
2001-03-15T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,2,32,NA,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,6,34,NA,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,4,33,NA,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,1,80,5.7,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,5,39,NA,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,2,36,NA,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,4,35,NA,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,3,33,NA,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,5,35,NA,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,3,34,NA,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,1,107,13,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,1,37,NA,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,1,113,16.1,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,1,38,NA,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,2,36,NA,chinook salmon,NA
2001-03-16T00:00:00Z,deer creek,1,38,NA,chinook salmon,NA
2001-03-19T00:00:00Z,deer creek,4,33,NA,chinook salmon,NA
2001-03-19T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-03-19T00:00:00Z,deer creek,1,37,NA,chinook salmon,NA
2001-03-19T00:00:00Z,deer creek,2,38,NA,chinook salmon,NA
2001-03-19T00:00:00Z,deer creek,1,105,13.2,chinook salmon,NA
2001-03-19T00:00:00Z,deer creek,1,35,NA,chinook salmon,NA
2001-03-19T00:00:00Z,deer creek,1,39,NA,chinook salmon,NA
2001-03-19T00:00:00Z,deer creek,1,124,23.2,chinook salmon,NA
2001-03-19T00:00:00Z,deer creek,2,36,NA,chinook salmon,NA
2001-03-19T00:00:00Z,deer creek,2,33,NA,chinook salmon,NA
2001-03-19T00:00:00Z,deer creek,2,35,NA,chinook salmon,NA
2001-03-19T00:00:00Z,deer creek,5,34,NA,chinook salmon,NA
2001-03-19T00:00:00Z,deer creek,3,34,NA,chinook salmon,NA
2001-03-20T00:00:00Z,deer creek,1,109,15.2,chinook salmon,NA
2001-03-20T00:00:00Z,deer creek,1,33,NA,chinook salmon,NA
2001-03-20T00:00:00Z,deer creek,2,32,NA,chinook salmon,NA
2001-03-20T00:00:00Z,deer creek,6,35,NA,chinook salmon,NA
2001-03-20T00:00:00Z,deer creek,1,126,22.6,chinook salmon,NA
2001-03-20T00:00:00Z,deer creek,3,35,NA,chinook salmon,NA
2001-03-20T00:00:00Z,deer creek,1,32,NA,chinook salmon,NA
2001-03-20T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-03-20T00:00:00Z,deer creek,2,33,NA,chinook salmon,NA
2001-03-20T00:00:00Z,deer creek,1,34,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,9,32,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,28,34,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,8,35,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,2,36,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,1,110,15.3,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,1,37,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,23,34,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,1,32,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,17,NA,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,1,43,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,1,37,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,6,36,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,5,35,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,14,33,NA,chinook salmon,NA
2001-03-21T00:00:00Z,deer creek,20,33,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,1,98,11.4,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,4,33,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,16,34,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,2,32,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,16,35,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,4,37,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,1,38,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,7,36,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,3,38,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,6,37,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,8,36,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,16,35,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,10,34,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,11,33,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,2,32,NA,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,1,109,15.5,chinook salmon,NA
2001-03-22T00:00:00Z,deer creek,1,112,16.4,chinook salmon,NA
2001-03-23T00:00:00Z,deer creek,2,32,NA,chinook salmon,NA
2001-03-23T00:00:00Z,deer creek,5,33,NA,chinook salmon,NA
2001-03-23T00:00:00Z,deer creek,1,35,NA,chinook salmon,NA
2001-03-23T00:00:00Z,deer creek,3,36,NA,chinook salmon,NA
2001-03-23T00:00:00Z,deer creek,1,36,NA,chinook salmon,NA
2001-03-23T00:00:00Z,deer creek,2,31,NA,chinook salmon,NA
2001-03-23T00:00:00Z,deer creek,7,34,NA,chinook salmon,NA
2001-03-23T00:00:00Z,deer creek,3,35,NA,chinook salmon,NA
2001-03-23T00:00:00Z,deer creek,1,37,NA,chinook salmon,NA
2001-03-23T00:00:00Z,deer creek,1,38,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,105,13.5,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,32,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,31,NA,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,124,21.2,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,123,22,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,121,20.2,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,121,20,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,120,21.7,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,117,17,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,115,18.4,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,114,18.4,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,2,114,17.3,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,113,16.6,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,113,17.1,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,120,20.9,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,9,35,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,112,16.8,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,3,33,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,105,13.2,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,7,36,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,2,37,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,95,9,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,95,11.7,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,104,13.3,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,9,34,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,58,NA,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,39,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,44,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,1,38,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,3,37,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,2,36,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,6,35,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,17,34,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,12,33,NA,chinook salmon,NA
2001-03-26T00:00:00Z,deer creek,9,32,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,3,37,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,3,36,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,12,35,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,10,33,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,11,32,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,11,34,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,2,38,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,1,31,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,4,32,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,1,48,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,3,33,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,1,109,14.8,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,1,48,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,5,34,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,1,122,20.9,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,1,110,15.9,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,1,104,12,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,1,51,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,1,38,NA,chinook salmon,NA
2001-03-27T00:00:00Z,deer creek,1,44,NA,chinook salmon,NA
